Parcela,Ag_Avima_matintaperera,Ag_Avima_sp1,Ag_Gen1_sp1,Bi_Stenostygnus_pusio,Co_Cynorta_bacuzinho,Co_Cynortellula_bimaculata,Co_Eucynortella_duapunctata,Co_Gen1_sp1,Co_Gen1_sp2,Co_Gen2_sp1,Co_Gen2_sp2,Co_Metalibitia_sp1,Co_Paecilaema_manifestum,Co_Paecilaema_marajoara,Co_Paecilaema_sp1,Co_Sibambea_sp1,Co_Taito_oblongatus,Co_Taito_sp1,Co_Taito_spaceinvaders,Cr_Callcosma_sp1,Cr_Gen1_sp1,Cr_Phareicranaus_manauara,Es_Gen1_sp1,Es_Gen2_sp1,Es_Gen2_sp2,Fi_Fissiphallius_martensi,Fi_Fissiphallius_tucupi,Go_Discocyrtus_carvalhoi,Go_Discocyrtus_troll,Ma_Gen1_sp1,Ma_Manaosbia_ducke,Ma_Rhopalocranaus_ricardoi,Ma_Rhopalocranaus_rotundus,Ma_Rhopalocranaus_sp1,Ma_Saramacia_lucasae,Ne_Gen1_sp1,Sa_Gen1_sp1,Sa_Gen2_sp1,Sa_Gen3_sp1,Sa_Maracaynatum_sp1,Sc_Caluga_guarana,Sc_Caluga_vendetta,Sc_Geaya_tostada,Sc_Gen1_sp1_a,Sc_Gen1_sp1_b,Sc_Gen1_sp2,Sc_Gen1_sp3,Sc_Gen1_sp3_b,Sc_Gen1_sp4,Sc_Gen2_sp1,Sc_Gen2_sp2,Sc_Gen3_sp1,Sc_Gen3_sp2,Sc_Prionostemma_catu,St_Auranus_hoeferscovitorum,St_Gen1_sp1,St_Protimesius_frodo,St_Protimesius_jirau,St_Protimesius_longipalpis,St_Protimesius_sp1,St_Stygnidius_sp1,St_Stygnus_aff_lesserti,St_Stygnus_aff_pectinipes,St_Stygnus_armatus,St_Stygnus_pectinipes,St_Stygnus_sp1,Za_Chamaia_sharmani,Za_Gen1_sp1,Za_Gen2_sp1,Za_Pirassunungoleptes_oitomeias,Latitude,Longitude
M3_TS_3500,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1579240374,-60.7257213816
M4_TN_(-500),0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,-4.3763030414,-60.9488034714
M4_TN_0500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4,0,0,0,0,0,-4.3834058661,-60.9431855008
M4_TN_1500,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,-4.390661912,-60.9364090674
M4_TN_2500,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-4.3960764538,-60.929471869
M4_TN_3500,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,1,0,0,0,0,0,-4.4019423611,-60.9228358325
M4_TS_0500,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,-4.3878974766,-60.9488010406
M4_TS_1500,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-4.3940602709,-60.9424219932
M4_TS_2500,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,-4.40093318,-60.9363759588
M4_TS_3500,0,0,0,2,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,-4.4079433009,-60.9305020049
M4_TS_4500,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-4.4149543,-60.9247959
M5_TN_0500,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,-4.6096445,-61.2500883
M5_TN_1500,1,0,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-4.6032769,-61.257797
M5_TN_2500,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.5974244,-61.2654359
M5_TN_3500,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-4.5913411,-61.2721843
M5_TN_4500,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-4.5854027,-61.2787987
M5_TS_0500,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,-4.6165592,-61.2570781
M5_TS_1500,0,0,0,0,0,0,2,0,0,4,0,0,4,0,1,0,0,0,10,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,-4.6104867,-61.2637139
M5_TS_2500,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,-4.6043445,-61.2703712
M5_TS_3500,0,0,0,0,0,0,1,0,0,3,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,2,0,0,0,3,0,0,0,0,0,-4.5977462,-61.2765402
M5_TS_4500,0,0,0,0,0,0,1,0,0,3,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,-4.5916844,-61.283278
M6_TN_(-500),0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,-4.9844877,-61.5706098
M6_TN_0500,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,-4.989609,-61.5632565
M6_TN_1500,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,-4.9944897,-61.5559678
M6_TN_2500,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-4.9992061,-61.5487995
M6_TN_3500,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,-5.0041793,-61.5411712
M6_TS_(-500),0,5,0,0,0,0,1,7,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,-4.9909309,-61.5772343
M6_TS_0500,0,4,0,0,0,0,0,4,0,10,0,0,3,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,-4.9909309,-61.569625
M6_TS_1500,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,2,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-5.001225,-61.5624877
M6_TS_2500,0,2,0,0,0,0,1,0,0,1,0,2,3,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,-5.006493,-61.5555459
M6_TS_3500,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,2,7,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,10,1,0,0,0,0,-5.0128155,-61.5472236
M7_TN_(-500),0,2,0,0,0,0,0,0,0,3,0,0,3,2,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,-5.2729732,-61.9263677
M7_TN_0500,0,2,0,0,0,0,1,0,0,3,0,5,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,-5.2660939,-61.9329836
M7_TN_1500,0,1,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,-5.2600994,-61.9390729
M7_TN_2500,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,-5.2536796,-61.9452201
M7_TN_3500,0,3,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,6,0,0,0,0,0,-5.2471945,-61.9516112
M7_TS_0500,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,-5.27213,-61.9381011
M7_TS_1500,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-5.2654492,-61.9444483
M7_TS_2500,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,1,1,0,0,0,3,0,0,0,0,0,-5.2591936,-61.9506683
M7_TS_3500,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,-5.2530006,-61.9571693
M7_TS_4500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,-5.246971222,-61.96304854
M8_TN_0500,0,1,0,0,0,0,0,0,0,1,0,0,8,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,3,0,0,1,0,0,-5.6255333,-62.182479
M8_TN_1500,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,2,0,0,0,0,0,-5.6301188,-62.1746209
M8_TN_2500,0,1,0,0,0,0,0,0,0,1,0,0,4,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.6348502,-62.1672504
M8_TN_3500,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,-5.6391968,-62.1587841
M8_TN_4500,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-5.6436243,-62.151335
M8_TS_0500,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.6292812,-62.1937041
M8_TS_1500,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,9,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,-5.6338213,-62.1859237
M8_TS_2500,0,0,0,0,0,0,1,0,0,1,0,0,11,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,-5.6384468,-62.1782335
M8_TS_3500,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,2,0,0,0,0,0,0,18,0,0,2,0,0,0,6,0,0,0,0,0,-5.6430659,-62.1703836
M8_TS_4500,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-5.6476036,-62.1625477
